Week,  thermoscan,  is flu contagious,  strep,  walking pneumonia,  influenza symptoms,  sinus infections,  upper respiratory,  strep throat,  symptoms of bronchitis,  how long does flu last,  flu fever,  expectorant,  how long contagious,  how to get rid of the flu,  treat flu,  sinus,  reduce fever,  how to treat flu,  contagious flu,  flu or cold,  oscillococcinum,  flu symptoms,  cold and flu,  fever flu,  flu and fever,  get rid of the flu,  medicine for flu,  treatment for flu,  reduce a fever,  how long is flu contagious,  high fever,  acute bronchitis,  flu remedies,  dangerous fever,  flu incubation period,  flu treatment,  tessalon,  body temperature,  fever cough,  flu test,  robitussin,  break a fever,  the flu virus,  normal body temperature,  symptoms of pneumonia,  tussin,  how long does the flu last,  chest cold,  remedies for flu,  flu contagious,  symptoms of influenza,  i have the flu,  cough fever,  how long is the flu,  a influenza,  flu cough,  signs of flu,  do i have the flu,  tussionex,  signs of the flu,  flu incubation,  flu in children,  taking temperature,  pneumonia,  flu headache,  fever reducer,  bronchitis,  symptoms of flu,  flu and cold,  flu care,  ear thermometer,  the flu,  flu how long,  braun thermoscan,  cold vs flu,  flu children,  human temperature,  cold or flu,  influenza a,  flu vs cold,  cure flu,  normal body,  flu medicine,  how long flu,  symptoms of the flu,  low body
2006-08-19,  0,  0,  41,  19,  0,  15,  21,  36,  0,  0,  0,  0,  0,  0,  0,  42,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  31,  0,  0,  0,  0,  0,  0,  38,  0,  0,  21,  0,  0,  21,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  25,  0,  0,  12,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  28,  0,  0,  0,  40
2006-08-26,  0,  0,  47,  24,  0,  17,  23,  35,  0,  0,  0,  0,  0,  0,  0,  47,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  19,  0,  0,  0,  0,  0,  0,  42,  0,  0,  25,  0,  0,  25,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  25,  0,  0,  15,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  37,  0,  0,  0,  35
2006-09-02,  0,  0,  39,  17,  0,  26,  19,  35,  0,  0,  0,  0,  0,  0,  0,  45,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  37,  0,  0,  0,  0,  0,  0,  50,  0,  0,  19,  0,  0,  20,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  25,  0,  0,  15,  0,  0,  0,  0,  1,  0,  0,  0,  0,  50,  0,  0,  0,  0,  25,  0,  0,  0,  44
2006-09-09,  0,  0,  51,  26,  0,  32,  29,  45,  0,  0,  0,  0,  0,  0,  0,  51,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  31,  0,  0,  0,  0,  0,  0,  46,  0,  0,  13,  0,  0,  36,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  25,  0,  0,  16,  0,  0,  0,  0,  1,  0,  0,  0,  0,  54,  0,  0,  0,  0,  43,  0,  0,  0,  38
2006-09-16,  0,  0,  49,  23,  0,  26,  21,  37,  0,  0,  0,  42,  0,  0,  0,  52,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  26,  0,  0,  0,  0,  0,  30,  52,  0,  0,  31,  0,  0,  20,  0,  85,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  28,  0,  0,  20,  0,  0,  0,  0,  1,  0,  0,  0,  0,  57,  0,  0,  0,  0,  33,  0,  0,  0,  37
2006-09-23,  0,  0,  52,  27,  0,  34,  22,  42,  0,  0,  0,  37,  7,  0,  0,  53,  0,  0,  0,  0,  0,  1,  12,  0,  0,  0,  0,  0,  0,  0,  25,  0,  0,  0,  0,  0,  0,  54,  0,  0,  30,  0,  0,  38,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  31,  0,  0,  25,  0,  12,  0,  0,  2,  0,  0,  0,  0,  48,  0,  0,  0,  0,  50,  0,  0,  0,  59
2006-09-30,  0,  0,  54,  33,  0,  24,  36,  47,  0,  0,  0,  37,  7,  0,  0,  58,  0,  0,  0,  0,  0,  1,  12,  0,  0,  0,  0,  0,  0,  0,  35,  0,  0,  0,  0,  0,  0,  44,  0,  0,  39,  0,  0,  36,  15,  0,  0,  22,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  34,  0,  0,  0,  0,  35,  0,  0,  28,  1,  12,  0,  0,  2,  0,  0,  0,  0,  63,  0,  0,  0,  0,  40,  0,  0,  0,  45
2006-10-07,  0,  0,  49,  33,  0,  39,  36,  44,  0,  0,  8,  42,  6,  0,  0,  52,  0,  0,  0,  0,  0,  1,  12,  8,  0,  0,  0,  0,  0,  0,  24,  0,  0,  0,  0,  0,  0,  48,  0,  0,  35,  0,  0,  44,  17,  0,  0,  25,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  34,  0,  0,  0,  0,  38,  0,  0,  26,  1,  12,  0,  0,  2,  0,  0,  0,  0,  50,  0,  0,  0,  0,  39,  0,  0,  0,  40
2006-10-14,  0,  0,  48,  40,  0,  23,  32,  46,  0,  0,  8,  42,  6,  0,  0,  56,  0,  0,  0,  0,  0,  1,  15,  8,  0,  0,  0,  0,  0,  0,  26,  0,  0,  0,  0,  0,  0,  41,  0,  0,  30,  0,  0,  27,  20,  0,  0,  26,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  35,  0,  0,  0,  0,  40,  0,  0,  23,  1,  15,  0,  0,  2,  0,  0,  0,  6,  51,  0,  0,  0,  0,  44,  0,  0,  0,  47
2006-10-21,  0,  0,  58,  32,  0,  30,  23,  48,  0,  0,  8,  43,  6,  0,  0,  54,  0,  0,  0,  0,  0,  1,  17,  8,  0,  0,  0,  0,  0,  0,  40,  0,  0,  0,  0,  0,  0,  47,  0,  0,  28,  0,  0,  22,  18,  0,  0,  26,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  36,  0,  0,  0,  0,  40,  0,  0,  24,  1,  17,  0,  0,  2,  0,  0,  0,  9,  53,  0,  0,  0,  0,  36,  16,  0,  0,  49
2006-10-28,  0,  0,  56,  35,  0,  42,  32,  50,  0,  0,  9,  43,  6,  0,  0,  53,  0,  0,  0,  0,  0,  2,  23,  9,  0,  0,  0,  0,  0,  0,  33,  0,  0,  0,  0,  0,  0,  51,  0,  0,  37,  0,  0,  32,  19,  0,  0,  31,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  38,  0,  0,  0,  0,  44,  0,  0,  25,  1,  23,  0,  0,  3,  0,  0,  0,  12,  55,  0,  0,  0,  0,  36,  15,  0,  4,  43
2006-11-04,  0,  0,  55,  42,  0,  33,  19,  52,  0,  0,  12,  43,  6,  0,  0,  56,  0,  0,  0,  0,  0,  2,  15,  12,  0,  0,  0,  0,  0,  0,  28,  0,  0,  0,  0,  0,  0,  44,  0,  0,  32,  0,  0,  37,  20,  0,  0,  36,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  40,  0,  0,  0,  0,  45,  0,  0,  29,  1,  15,  17,  0,  3,  0,  0,  0,  9,  52,  0,  0,  0,  0,  48,  15,  0,  4,  26
2006-11-11,  0,  0,  57,  42,  0,  21,  25,  52,  0,  0,  11,  37,  7,  0,  0,  52,  0,  0,  0,  0,  0,  2,  11,  11,  0,  0,  0,  0,  0,  0,  25,  0,  0,  0,  0,  0,  0,  49,  0,  0,  33,  0,  0,  28,  16,  0,  0,  24,  0,  0,  0,  0,  0,  0,  6,  0,  0,  0,  42,  0,  0,  0,  0,  44,  0,  0,  32,  2,  11,  17,  0,  4,  0,  0,  0,  10,  53,  0,  6,  0,  0,  40,  16,  0,  5,  58
2006-11-18,  0,  0,  63,  38,  16,  27,  27,  52,  37,  0,  12,  37,  7,  0,  0,  53,  0,  0,  0,  0,  0,  2,  12,  12,  0,  0,  0,  0,  0,  0,  27,  0,  0,  0,  0,  8,  35,  39,  0,  0,  34,  0,  0,  32,  19,  0,  0,  24,  0,  0,  0,  0,  0,  0,  5,  0,  0,  0,  34,  0,  0,  0,  0,  44,  0,  0,  33,  1,  12,  15,  0,  3,  4,  0,  0,  11,  56,  0,  5,  0,  0,  40,  16,  4,  3,  42
2006-11-25,  0,  0,  54,  44,  0,  29,  27,  48,  27,  0,  12,  32,  7,  0,  0,  52,  0,  0,  0,  0,  0,  2,  16,  12,  0,  0,  0,  0,  0,  0,  26,  0,  0,  0,  0,  8,  38,  39,  0,  0,  32,  0,  0,  23,  26,  0,  0,  24,  0,  0,  0,  0,  0,  0,  5,  0,  0,  0,  45,  0,  0,  0,  0,  44,  0,  0,  27,  1,  16,  0,  0,  2,  4,  0,  0,  6,  62,  0,  5,  0,  0,  31,  16,  4,  3,  43
2006-12-02,  0,  0,  62,  48,  0,  27,  31,  58,  27,  0,  9,  32,  8,  0,  0,  57,  0,  0,  0,  27,  0,  2,  20,  9,  0,  0,  0,  0,  0,  0,  38,  0,  0,  0,  0,  7,  30,  50,  0,  0,  38,  0,  0,  32,  15,  0,  0,  24,  0,  0,  0,  0,  0,  0,  5,  0,  0,  0,  40,  0,  0,  0,  0,  46,  0,  0,  38,  2,  20,  0,  0,  3,  4,  0,  0,  6,  42,  27,  5,  0,  0,  46,  17,  4,  3,  47
2006-12-09,  0,  0,  59,  53,  0,  30,  26,  48,  28,  0,  10,  32,  7,  0,  0,  60,  0,  0,  0,  28,  0,  2,  22,  10,  0,  0,  0,  0,  0,  0,  37,  0,  0,  0,  0,  6,  30,  43,  25,  0,  29,  0,  0,  24,  26,  61,  0,  39,  0,  0,  0,  0,  25,  0,  5,  0,  0,  0,  30,  0,  0,  0,  0,  42,  0,  0,  32,  1,  22,  0,  0,  3,  4,  0,  0,  6,  47,  28,  5,  0,  0,  35,  17,  4,  3,  36
2006-12-16,  0,  0,  60,  58,  0,  26,  28,  56,  28,  0,  8,  39,  7,  0,  0,  51,  0,  0,  6,  29,  0,  2,  11,  8,  0,  0,  0,  0,  0,  0,  37,  0,  20,  0,  0,  6,  30,  46,  21,  0,  38,  0,  0,  26,  15,  72,  0,  23,  0,  6,  0,  0,  21,  0,  6,  0,  0,  0,  50,  0,  0,  0,  0,  48,  0,  0,  37,  2,  11,  0,  0,  3,  4,  0,  0,  8,  37,  29,  6,  0,  0,  28,  17,  4,  4,  44
2006-12-23,  0,  0,  65,  51,  0,  31,  44,  59,  29,  0,  10,  47,  9,  0,  0,  56,  0,  0,  8,  30,  0,  3,  19,  10,  0,  0,  0,  0,  0,  0,  40,  0,  25,  0,  0,  7,  53,  42,  21,  0,  42,  0,  0,  25,  26,  84,  0,  23,  0,  8,  0,  0,  21,  0,  7,  21,  0,  0,  39,  0,  0,  0,  0,  43,  0,  0,  35,  2,  19,  0,  0,  3,  6,  0,  0,  9,  50,  30,  7,  0,  0,  34,  17,  6,  4,  36
2006-12-30,  0,  0,  58,  69,  0,  33,  33,  56,  29,  0,  10,  60,  8,  0,  0,  59,  0,  0,  7,  0,  0,  2,  16,  10,  0,  0,  0,  0,  0,  0,  32,  0,  27,  0,  0,  9,  32,  43,  21,  0,  45,  0,  0,  29,  33,  65,  0,  32,  0,  7,  0,  0,  21,  0,  6,  0,  0,  0,  65,  0,  0,  0,  0,  49,  0,  0,  40,  2,  16,  0,  0,  3,  5,  0,  0,  8,  44,  0,  6,  0,  0,  44,  0,  5,  6,  42
2007-01-06,  0,  0,  67,  93,  0,  38,  38,  66,  30,  0,  13,  74,  11,  0,  0,  71,  0,  0,  7,  0,  0,  2,  16,  13,  0,  0,  0,  0,  0,  0,  32,  0,  23,  0,  0,  10,  32,  53,  17,  0,  47,  0,  0,  26,  26,  65,  0,  35,  0,  7,  0,  0,  17,  0,  6,  0,  0,  0,  48,  0,  0,  0,  0,  55,  0,  0,  40,  1,  16,  0,  0,  3,  4,  0,  0,  8,  44,  0,  6,  0,  0,  40,  0,  4,  3,  67
2007-01-13,  0,  0,  67,  79,  17,  34,  41,  62,  27,  0,  11,  46,  7,  0,  0,  64,  0,  0,  6,  0,  0,  2,  22,  11,  0,  0,  0,  0,  0,  0,  30,  0,  22,  0,  0,  7,  52,  42,  17,  0,  37,  0,  0,  26,  28,  65,  0,  29,  0,  6,  0,  0,  17,  0,  6,  0,  0,  0,  61,  0,  0,  9,  0,  47,  0,  0,  36,  1,  22,  0,  0,  3,  4,  0,  0,  8,  44,  0,  6,  0,  0,  36,  0,  4,  3,  59
2007-01-20,  0,  0,  61,  52,  17,  41,  31,  54,  27,  0,  11,  33,  6,  0,  0,  62,  0,  0,  6,  0,  0,  2,  12,  11,  0,  0,  0,  0,  0,  0,  32,  0,  24,  0,  0,  9,  28,  52,  16,  0,  42,  0,  0,  31,  24,  65,  0,  37,  0,  6,  0,  0,  16,  0,  6,  0,  0,  0,  39,  0,  0,  0,  0,  47,  0,  0,  35,  1,  12,  0,  0,  2,  4,  0,  0,  6,  44,  0,  6,  0,  0,  35,  0,  4,  4,  59
2007-01-27,  0,  0,  63,  59,  18,  32,  27,  60,  27,  0,  11,  33,  6,  0,  0,  65,  0,  0,  6,  0,  39,  2,  16,  11,  0,  0,  0,  0,  0,  0,  46,  0,  26,  0,  0,  8,  28,  52,  23,  0,  33,  0,  0,  39,  23,  58,  0,  23,  0,  6,  0,  0,  23,  0,  11,  0,  0,  0,  44,  0,  0,  0,  0,  51,  0,  0,  33,  1,  16,  0,  0,  3,  4,  0,  0,  6,  43,  0,  11,  0,  0,  41,  0,  4,  4,  59
2007-02-03,  89,  0,  73,  51,  19,  34,  38,  63,  27,  0,  11,  37,  8,  0,  0,  64,  0,  0,  7,  0,  34,  2,  19,  11,  0,  0,  0,  0,  0,  0,  50,  0,  19,  0,  0,  8,  40,  50,  20,  0,  33,  0,  0,  22,  18,  79,  0,  18,  0,  7,  0,  0,  20,  0,  14,  0,  0,  0,  50,  0,  0,  0,  0,  46,  0,  0,  33,  2,  19,  0,  52,  3,  4,  0,  0,  6,  52,  0,  14,  0,  0,  54,  19,  4,  4,  51
2007-02-10,  0,  0,  78,  57,  20,  37,  49,  72,  39,  0,  15,  68,  6,  0,  0,  62,  0,  0,  9,  26,  0,  3,  21,  15,  0,  0,  0,  0,  0,  0,  49,  46,  23,  0,  0,  8,  31,  56,  20,  0,  33,  0,  0,  37,  37,  0,  0,  25,  0,  9,  0,  0,  20,  0,  16,  0,  0,  0,  41,  0,  3,  0,  0,  53,  0,  0,  40,  2,  21,  0,  0,  3,  5,  0,  0,  9,  63,  26,  16,  0,  0,  46,  17,  5,  5,  46
2007-02-17,  0,  0,  74,  51,  20,  40,  35,  69,  35,  0,  15,  44,  11,  0,  0,  62,  0,  0,  6,  0,  0,  3,  21,  15,  0,  0,  0,  0,  0,  0,  47,  49,  25,  0,  0,  8,  29,  53,  20,  0,  41,  0,  0,  42,  20,  0,  0,  25,  0,  6,  0,  0,  20,  0,  14,  22,  0,  0,  69,  0,  4,  0,  0,  52,  0,  0,  38,  2,  21,  0,  0,  3,  6,  0,  0,  10,  57,  0,  14,  0,  0,  48,  17,  6,  5,  55
2007-02-24,  0,  0,  69,  51,  19,  37,  45,  66,  35,  0,  18,  35,  8,  0,  0,  68,  0,  0,  5,  0,  0,  3,  25,  18,  0,  0,  0,  0,  0,  0,  44,  53,  20,  0,  0,  7,  29,  52,  20,  0,  37,  0,  0,  29,  30,  0,  0,  24,  0,  5,  0,  0,  20,  0,  15,  0,  0,  0,  39,  0,  4,  0,  0,  55,  0,  0,  40,  3,  25,  0,  0,  3,  4,  0,  0,  7,  34,  0,  15,  0,  0,  40,  14,  4,  6,  56
2007-03-03,  0,  0,  69,  48,  20,  34,  49,  70,  35,  0,  14,  38,  8,  0,  0,  65,  0,  0,  10,  0,  0,  2,  14,  14,  0,  0,  0,  0,  0,  0,  47,  47,  18,  0,  0,  7,  30,  60,  16,  0,  34,  0,  0,  38,  23,  0,  0,  22,  0,  10,  0,  0,  16,  0,  13,  0,  0,  0,  57,  0,  4,  0,  0,  55,  0,  0,  40,  2,  14,  0,  0,  3,  5,  0,  0,  6,  56,  0,  13,  0,  0,  47,  14,  5,  3,  61
2007-03-10,  0,  0,  71,  59,  16,  44,  39,  62,  35,  0,  11,  52,  8,  0,  0,  62,  0,  0,  5,  0,  0,  2,  21,  11,  0,  0,  0,  0,  0,  0,  41,  48,  0,  0,  0,  7,  30,  55,  26,  0,  30,  0,  0,  43,  22,  0,  0,  18,  0,  5,  0,  0,  26,  0,  8,  0,  0,  0,  55,  0,  0,  0,  0,  49,  0,  0,  39,  2,  21,  0,  0,  3,  5,  0,  0,  5,  64,  0,  8,  0,  0,  44,  14,  5,  3,  55
2007-03-17,  0,  0,  62,  44,  14,  34,  30,  61,  35,  0,  11,  30,  7,  0,  0,  57,  0,  0,  6,  0,  0,  2,  10,  11,  0,  0,  0,  0,  0,  0,  33,  49,  0,  0,  0,  6,  49,  49,  16,  0,  37,  0,  0,  27,  21,  0,  0,  27,  0,  6,  0,  0,  16,  0,  11,  0,  0,  0,  54,  0,  0,  0,  0,  51,  0,  0,  39,  1,  10,  0,  0,  2,  5,  0,  0,  0,  61,  0,  11,  0,  0,  37,  15,  5,  0,  53
2007-03-24,  0,  0,  68,  43,  15,  42,  42,  64,  25,  0,  10,  40,  6,  0,  0,  57,  0,  0,  0,  0,  0,  1,  10,  10,  0,  0,  0,  0,  0,  0,  54,  0,  0,  0,  0,  6,  27,  42,  25,  0,  31,  0,  0,  29,  16,  0,  0,  35,  0,  0,  0,  0,  25,  0,  7,  0,  0,  0,  46,  0,  0,  0,  0,  47,  0,  0,  36,  1,  10,  0,  0,  2,  0,  0,  0,  0,  52,  0,  7,  0,  0,  47,  15,  0,  0,  37
2007-03-31,  0,  0,  63,  47,  15,  42,  31,  57,  25,  0,  9,  35,  6,  0,  0,  55,  0,  0,  0,  0,  0,  1,  10,  9,  0,  0,  0,  0,  0,  0,  40,  0,  0,  0,  0,  6,  38,  49,  15,  0,  25,  0,  0,  22,  21,  0,  0,  22,  0,  0,  0,  0,  15,  0,  6,  0,  0,  0,  28,  0,  0,  0,  0,  40,  0,  0,  36,  1,  10,  0,  0,  2,  0,  0,  0,  0,  52,  0,  6,  0,  0,  38,  0,  0,  0,  51
2007-04-07,  0,  0,  68,  38,  0,  35,  21,  59,  25,  0,  7,  35,  6,  0,  0,  54,  0,  0,  0,  0,  0,  1,  10,  7,  0,  0,  0,  0,  0,  0,  42,  0,  0,  0,  0,  6,  27,  43,  0,  0,  26,  0,  0,  17,  22,  58,  0,  22,  0,  0,  0,  0,  0,  0,  6,  0,  0,  0,  35,  0,  0,  0,  0,  41,  0,  0,  31,  1,  10,  0,  0,  2,  0,  0,  0,  0,  50,  0,  6,  0,  0,  20,  0,  0,  0,  70
2007-04-14,  0,  0,  61,  40,  0,  19,  35,  57,  25,  0,  7,  35,  6,  0,  0,  55,  0,  0,  0,  0,  0,  1,  10,  7,  0,  0,  0,  0,  0,  0,  29,  0,  0,  0,  0,  6,  28,  40,  0,  0,  33,  0,  0,  21,  23,  58,  0,  20,  0,  0,  0,  0,  0,  0,  5,  0,  0,  0,  40,  0,  0,  0,  0,  40,  0,  0,  26,  1,  10,  0,  0,  1,  0,  0,  0,  0,  56,  0,  5,  0,  0,  34,  0,  0,  0,  60
2007-04-21,  76,  0,  61,  33,  0,  24,  34,  49,  0,  0,  7,  36,  6,  0,  0,  58,  0,  0,  0,  0,  0,  1,  0,  7,  0,  0,  0,  0,  0,  0,  34,  0,  0,  0,  0,  0,  28,  45,  0,  0,  20,  0,  0,  26,  17,  58,  0,  20,  0,  0,  0,  0,  0,  0,  7,  0,  0,  0,  46,  0,  0,  0,  0,  38,  0,  0,  27,  1,  0,  0,  0,  1,  0,  0,  0,  0,  63,  0,  7,  0,  0,  37,  0,  0,  0,  44
2007-04-28,  0,  0,  61,  33,  0,  30,  28,  56,  0,  0,  7,  36,  6,  0,  0,  53,  0,  0,  0,  0,  0,  1,  0,  7,  0,  0,  0,  0,  0,  0,  31,  0,  0,  0,  0,  0,  27,  47,  0,  0,  20,  0,  0,  25,  17,  58,  0,  20,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  31,  0,  0,  0,  0,  37,  0,  0,  28,  1,  0,  0,  0,  1,  0,  0,  0,  0,  46,  0,  0,  0,  0,  40,  0,  0,  0,  46
2007-05-05,  0,  0,  62,  34,  0,  25,  33,  55,  0,  0,  7,  0,  7,  0,  0,  49,  0,  0,  0,  0,  0,  1,  0,  7,  0,  0,  0,  0,  0,  0,  34,  0,  0,  0,  0,  0,  27,  41,  0,  0,  16,  0,  0,  26,  12,  58,  0,  17,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  36,  0,  0,  0,  0,  33,  0,  0,  26,  1,  0,  0,  0,  1,  0,  0,  0,  0,  32,  0,  0,  0,  0,  35,  0,  0,  0,  56
2007-05-12,  0,  0,  57,  35,  0,  32,  26,  55,  0,  0,  0,  0,  5,  0,  0,  54,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  31,  0,  0,  0,  0,  0,  27,  33,  0,  0,  19,  0,  0,  24,  17,  0,  0,  18,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  41,  0,  0,  0,  0,  34,  0,  0,  27,  1,  0,  0,  0,  1,  0,  0,  0,  0,  37,  0,  0,  0,  0,  28,  0,  0,  0,  40
2007-05-19,  0,  0,  58,  27,  0,  17,  33,  51,  0,  0,  0,  0,  5,  0,  0,  54,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  24,  0,  0,  0,  0,  0,  27,  46,  0,  0,  27,  0,  0,  15,  14,  0,  0,  19,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  46,  0,  0,  0,  0,  35,  0,  0,  24,  1,  0,  0,  0,  1,  0,  0,  0,  0,  41,  0,  0,  0,  0,  35,  0,  0,  0,  50
2007-05-26,  0,  0,  55,  28,  0,  28,  29,  49,  0,  0,  0,  0,  6,  0,  0,  58,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  31,  0,  0,  0,  0,  0,  23,  35,  0,  0,  25,  0,  0,  21,  14,  0,  0,  19,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  31,  0,  0,  0,  0,  28,  0,  0,  23,  1,  0,  0,  0,  1,  0,  0,  0,  0,  38,  0,  0,  0,  0,  30,  0,  0,  0,  36
2007-06-02,  0,  0,  51,  23,  0,  21,  21,  49,  0,  0,  0,  0,  6,  0,  0,  50,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  37,  0,  0,  0,  0,  0,  0,  38,  0,  0,  19,  0,  0,  20,  15,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  31,  0,  0,  0,  0,  32,  0,  0,  22,  1,  0,  0,  0,  1,  0,  0,  0,  0,  38,  0,  0,  0,  0,  30,  0,  0,  0,  36
2007-06-09,  0,  0,  57,  25,  0,  23,  24,  54,  0,  0,  0,  0,  0,  0,  0,  52,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  41,  0,  0,  0,  0,  0,  0,  35,  0,  0,  19,  0,  0,  25,  15,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  28,  0,  0,  0,  0,  28,  0,  0,  22,  0,  0,  0,  0,  1,  0,  0,  0,  0,  34,  0,  0,  0,  0,  37,  0,  0,  0,  46
2007-06-16,  0,  0,  49,  29,  0,  19,  20,  43,  0,  0,  0,  0,  0,  0,  0,  47,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  27,  0,  0,  0,  0,  0,  0,  40,  0,  0,  26,  0,  0,  21,  15,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  29,  0,  0,  0,  0,  28,  0,  0,  18,  0,  0,  0,  0,  1,  0,  0,  0,  0,  34,  0,  0,  0,  0,  40,  0,  0,  0,  39
2007-06-23,  0,  0,  44,  23,  0,  16,  24,  40,  0,  0,  0,  0,  0,  0,  0,  44,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  32,  0,  0,  0,  0,  0,  0,  40,  0,  0,  20,  0,  0,  20,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  31,  0,  0,  0,  0,  28,  0,  0,  20,  0,  0,  0,  0,  1,  0,  0,  0,  0,  34,  0,  0,  0,  0,  38,  0,  0,  0,  41
2007-06-30,  0,  0,  48,  28,  0,  28,  23,  41,  0,  0,  0,  0,  0,  0,  0,  42,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  36,  0,  0,  0,  0,  0,  0,  37,  0,  0,  16,  0,  0,  26,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  32,  0,  0,  0,  0,  28,  0,  0,  17,  0,  0,  0,  0,  1,  0,  0,  0,  0,  34,  0,  0,  0,  0,  51,  0,  0,  0,  46
2007-07-07,  0,  0,  46,  17,  0,  16,  23,  39,  0,  0,  0,  0,  0,  0,  0,  40,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  38,  0,  0,  0,  0,  0,  0,  34,  0,  0,  25,  0,  0,  21,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  32,  0,  0,  0,  0,  21,  0,  0,  17,  0,  0,  0,  0,  0,  0,  0,  0,  0,  37,  0,  0,  0,  0,  32,  0,  0,  0,  34
2007-07-14,  0,  0,  49,  23,  0,  19,  22,  39,  0,  0,  0,  0,  5,  0,  0,  45,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  34,  0,  0,  0,  0,  0,  0,  41,  0,  0,  12,  0,  0,  23,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  32,  0,  0,  0,  0,  24,  0,  0,  15,  0,  0,  0,  0,  0,  0,  0,  0,  0,  35,  0,  0,  0,  0,  37,  0,  0,  0,  52
2007-07-21,  0,  0,  42,  23,  0,  16,  26,  37,  0,  0,  0,  0,  5,  0,  0,  45,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  34,  0,  0,  0,  0,  0,  0,  30,  0,  0,  18,  0,  0,  27,  0,  0,  0,  18,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  28,  0,  0,  0,  0,  27,  0,  0,  16,  0,  0,  0,  0,  1,  0,  0,  0,  0,  35,  0,  0,  0,  0,  36,  0,  0,  0,  42
2007-07-28,  0,  0,  42,  18,  0,  20,  24,  38,  0,  0,  0,  0,  6,  0,  0,  43,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  28,  0,  0,  0,  0,  0,  0,  41,  0,  0,  19,  0,  0,  23,  0,  0,  0,  18,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  25,  0,  0,  0,  0,  25,  0,  0,  15,  0,  0,  0,  0,  1,  0,  0,  0,  0,  35,  0,  0,  0,  0,  30,  0,  0,  0,  44
